CLUSTER,OBJECT_COUNT,MEAN_PERIOD,MEAN_INCLINATION,MEAN_ALTITUDE,MEAN_ORBIT_SPREAD,MEAN_CONGESTION_SCORE,DEBRIS_COUNT,PAYLOAD_COUNT
0,27,92.05407407407408,49.36962962962963,375.31481481481484,11.518518518518519,407417.6953397897,2,25
1,1,116.04,51.64,1502.0,1490.0,0.11293557453235242,1,0
